,iteration,success,nllh,k,N,bic,c,p_stop_geom(cost=high),p_stop_geom(cost=low),tau
0,0,True,56.9866484902,4,24,126.685512302,56.0375171385,0.662884748642,0.156834430855,44.6594022986
