,iteration,success,nllh,k,N,bic,c_0,p_stop_geom(cost=high),p_stop_geom(cost=low),tau_unif
0,0,True,54.4624735188,4,24,121.637162359,46.3163268176,0.583086707447,0.199119438708,2.04201558106
