,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau
0,0,True,54.9336156803,5,24,125.757500512,4.46260417743,0.460123660339,0.195851521358,0.189429238282,2.51602735882
