,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom(cost=high),p_stop_geom(cost=low),sc,tau
0,0,True,64.3661806777,5,24,144.622630507,1.72036837127,0.358278140554,0.165141745401,1.28364603508,0.0534744998486
