,iteration,success,nllh,k,N,bic,theta,k,prelec_gamma,tau
0,0,True,371629.776138,0.69025448584,60000,743303.560676,1,0.69025448584,1.29532152628,
1,0,True,184836.233634,1.21529937989,60000,369716.475667,2,1.21529937989,0.903304524794,0.310944227021
2,0,True,185184.47868,1.64903702038,60000,370412.96576,3,1.64903702038,0.922698318037,0.563191488492
