,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom,prelec_elevation,prelec_gamma,tau
0,0,True,950.633799836,5,230,1928.45799622,9.46251561047,0.0742916856684,2.09171008455,1.48003662529,4.76146327083
