,iteration,success,nllh,k,N,bic,c_0,c_sigma,p_stop_geom,prelec_elevation,prelec_gamma,tau
0,0,True,950.407810292,6,230,1933.44409644,0.631588444511,12.5887295806,0.0745398378307,2.87394352818,0.92686751219,0.151279037695
