,iteration,success,nllh,k,N,bic,c,c_sigma,p_stop_geom,prelec_elevation,prelec_gamma,tau
0,0,True,959.047436975,6,230,1950.7233498,3.25640805088,7.23993871314,0.0685069207027,2.03034466212,2.53933198506,19.4923970613
