,problem,iteration,gen_N,gen_cp,gen_ss_mn,gen_theta,gen_prelec_gamma,bf_cp,bf_ss_mn,bf_theta,bf_s,bf_prelec_gamma
0,,0,,,,1,0.6,,,,0.191919124533,0.01
1,,0,,,,1,1,,,,7.8194744628100006,0.83056877900699999
2,,0,,,,1,1.4,,,,29.999999996700002,2.9999999997400004
3,,0,,,,2,0.6,,,,0.26210998316599998,0.015085459499500001
4,,0,,,,2,1,,,,10.2053399783,0.82915615025400002
5,,0,,,,2,1.4,,,,29.999999998899998,2.4114167522599996
6,,0,,,,3,0.6,,,,0.29293993686800002,0.01
7,,0,,,,3,1,,,,14.8144537919,0.87052552644500003
8,,0,,,,3,1.4,,,,30.0,1.9475219308200002
9,,0,,,,4,0.6,,,,0.38459702207400004,0.01
10,,0,,,,4,1,,,,17.9701989281,0.88654490082999993
11,,0,,,,4,1.4,,,,30.0,2.52889347172
12,,0,,,,5,0.6,,,,0.404174058768,0.0100000000005
13,,0,,,,5,1,,,,30.0,0.929059937467
14,,0,,,,5,1.4,,,,28.547395536,2.0510432055200001
15,,0,,,,7,0.6,,,,0.48531927818800003,0.01
16,,0,,,,7,1,,,,30.0,0.92072936643699999
17,,0,,,,7,1.4,,,,30.0,1.8967936426700003
18,,0,,,,9,0.6,,,,0.49561687123099996,0.01
19,,0,,,,9,1,,,,21.837708534299999,0.95077961169699998
20,,0,,,,9,1.4,,,,25.494850083799999,1.8955568033800001
21,,0,,,,15,0.6,,,,0.61774401100300003,0.0186432032049
22,,0,,,,15,1,,,,26.2283571217,0.95775207870199996
23,,0,,,,15,1.4,,,,23.056130218299998,1.71239631857
24,,1,,,,1,0.6,,,,0.18986721923300001,0.01
25,,1,,,,1,1,,,,9.81027654759,0.83672669530800003
26,,1,,,,1,1.4,,,,30.0,2.7850753477299999
27,,1,,,,2,0.6,,,,0.25808870521299998,0.01
28,,1,,,,2,1,,,,10.3862106579,0.842568013299
29,,1,,,,2,1.4,,,,28.936558717299999,3.0
30,,1,,,,3,0.6,,,,0.32026535511799997,0.01
31,,1,,,,3,1,,,,15.018525525999999,0.874044732647
32,,1,,,,3,1.4,,,,30.0,2.0238890596000001
