,problem,iteration,gen_N,gen_cp,gen_ss_mn,gen_theta,gen_prelec_gamma,bf_cp,bf_ss_mn,bf_theta,bf_s,bf_prelec_gamma
95,,3,,,,15,1.4,,,,30.0,2.2867080903899999
96,,4,,,,1,0.6,,,,0.41253825550800005,0.01
97,,4,,,,1,1,,,,20.435087271099999,0.16065230021999999
98,,4,,,,1,1.4,,,,19.318425496,0.17498179981299999
99,,4,,,,2,0.6,,,,29.999998763099999,0.25324654874899999
100,,4,,,,2,1,,,,30.0,1.3375950122600002
101,,4,,,,2,1.4,,,,29.999999999899998,2.94748992337
102,,4,,,,3,0.6,,,,0.38069129908799998,0.01
103,,4,,,,3,1,,,,30.0,2.0523939500899999
104,,4,,,,3,1.4,,,,8.0797599067699988,3.0
105,,4,,,,4,0.6,,,,29.9999987779,0.14079372975099999
106,,4,,,,4,1,,,,29.999999999899998,1.2911904225399999
107,,4,,,,4,1.4,,,,30.0,2.7924026712700005
108,,4,,,,5,0.6,,,,0.1909582282,0.025484223912699999
109,,4,,,,5,1,,,,30.0,1.1854748692599999
110,,4,,,,5,1.4,,,,30.0,2.1671857089099995
111,,4,,,,7,0.6,,,,0.39670854253900001,0.0152561466589
112,,4,,,,7,1,,,,30.0,1.1591005323999999
113,,4,,,,7,1.4,,,,30.0,1.9239776986000001
114,,4,,,,9,0.6,,,,29.9999992521,0.11537055681199999
115,,4,,,,9,1,,,,29.999999999299998,1.1432522142599999
116,,4,,,,9,1.4,,,,30.0,2.02307456566
117,,4,,,,15,0.6,,,,0.46200446698200004,0.020062542870599998
118,,4,,,,15,1,,,,30.0,1.21172228176
119,,4,,,,15,1.4,,,,30.0,2.6749396351099999
120,,5,,,,1,0.6,,,,0.24946974930100002,0.01
121,,5,,,,1,1,,,,20.378128092499999,0.266813287274
122,,5,,,,1,1.4,,,,22.865676390100003,0.93559327562399996
123,,5,,,,2,0.6,,,,0.41440970455799997,0.01
124,,5,,,,2,1,,,,29.999999982600002,1.1450357794099999
125,,5,,,,2,1.4,,,,29.881100733299998,1.0714973361700002
126,,5,,,,3,0.6,,,,0.211235428852,0.01
127,,5,,,,3,1,,,,29.999999997699998,1.48388360866
128,,5,,,,3,1.4,,,,30.0,2.5377381523500002
129,,5,,,,4,0.6,,,,0.553329800426,0.019910006522699999
130,,5,,,,4,1,,,,30.0,1.43064240873
131,,5,,,,4,1.4,,,,30.0,1.53303182905
132,,5,,,,5,0.6,,,,30.0,0.38044653713100002
133,,5,,,,5,1,,,,30.0,1.19290514138
134,,5,,,,5,1.4,,,,30.0,1.95390221725
135,,5,,,,7,0.6,,,,0.67852275262299999,0.036422226320699996
136,,5,,,,7,1,,,,30.0,1.1837897738200001
137,,5,,,,7,1.4,,,,30.0,1.9511401850400001
138,,5,,,,9,0.6,,,,30.0,0.49988204832799998
139,,5,,,,9,1,,,,30.0,1.04609308892
140,,5,,,,9,1.4,,,,30.0,2.6773160651199999
141,,5,,,,15,0.6,,,,0.44372631535700002,0.020522276575600001
142,,5,,,,15,1,,,,28.841030187600001,1.0574304661
143,,5,,,,15,1.4,,,,30.0,2.4175001648700003
144,,6,,,,1,0.6,,,,0.23274517421999999,0.01
145,,6,,,,1,1,,,,25.759049118699998,0.84902364036200006
146,,6,,,,1,1.4,,,,19.875683455299999,0.029687203586400004
147,,6,,,,2,0.6,,,,0.45310984291199996,0.01
148,,6,,,,2,1,,,,29.999999999899998,1.1500086353799999
149,,6,,,,2,1.4,,,,30.0,1.6294970887
150,,6,,,,3,0.6,,,,0.20955001461699999,0.01
151,,6,,,,3,1,,,,30.0,1.1639275437999999
152,,6,,,,3,1.4,,,,29.9999999821,2.9999999998900004
153,,6,,,,4,0.6,,,,30.0,0.402797690524
154,,6,,,,4,1,,,,29.9999999994,1.30567417763
155,,6,,,,4,1.4,,,,30.0,1.7358849999400001
156,,6,,,,5,0.6,,,,0.50902800167099993,0.029511062945199999
157,,6,,,,5,1,,,,30.0,1.23541543274
158,,6,,,,5,1.4,,,,30.0,2.26021836423
159,,6,,,,7,0.6,,,,0.38882571926700005,0.036449276822199998
160,,6,,,,7,1,,,,30.0,1.2013180643100001
161,,6,,,,7,1.4,,,,30.0,1.8300843882
162,,6,,,,9,0.6,,,,30.0,0.459203840044
163,,6,,,,9,1,,,,30.0,1.11468161419
164,,6,,,,9,1.4,,,,30.0,2.6813858753700002
165,,6,,,,15,0.6,,,,0.82270067000199998,0.047161369459100003
166,,6,,,,15,1,,,,30.0,1.11204434087
167,,6,,,,15,1.4,,,,30.0,2.1347321716400001
168,,7,,,,1,0.6,,,,0.39329712680399997,0.01
169,,7,,,,1,1,,,,25.447769344299999,0.52165233213899997
170,,7,,,,1,1.4,,,,29.859389670500001,1.5204082337399998
171,,7,,,,2,0.6,,,,0.47580089208000004,0.01
172,,7,,,,2,1,,,,29.999999993799999,1.3596566104899999
173,,7,,,,2,1.4,,,,30.0,2.9059031145800001
174,,7,,,,3,0.6,,,,29.999988223200003,0.051200899596
175,,7,,,,3,1,,,,30.0,1.3614902864700003
176,,7,,,,3,1.4,,,,30.0,2.2805996948199998
177,,7,,,,4,0.6,,,,0.36481249164399998,0.01
178,,7,,,,4,1,,,,30.0,1.3408039274700001
179,,7,,,,4,1.4,,,,7.45779587028,3.0
180,,7,,,,5,0.6,,,,0.62710248056999995,0.011886545217399999
181,,7,,,,5,1,,,,30.0,1.1444653278000001
182,,7,,,,5,1.4,,,,30.0,1.7367456817299998
183,,7,,,,7,0.6,,,,30.0,0.44763185434199998
184,,7,,,,7,1,,,,30.0,1.11799361649
185,,7,,,,7,1.4,,,,30.0,2.6783117750700001
186,,7,,,,9,0.6,,,,0.50640263736500002,0.035204254329599997
187,,7,,,,9,1,,,,30.0,1.1773479620799998
188,,7,,,,9,1.4,,,,16.714656423899999,3.0
189,,7,,,,15,0.6,,,,0.35840130502299999,0.039445387781199999
190,,7,,,,15,1,,,,15.572948363599998,1.13558414621
191,,7,,,,15,1.4,,,,30.0,2.1399299457400001
192,,8,,,,1,0.6,,,,0.381446724623,0.01
193,,8,,,,1,1,,,,29.718761071399999,1.27091587724
194,,8,,,,1,1.4,,,,23.6630511306,0.97286294692899999
195,,8,,,,2,0.6,,,,0.44666199343400004,0.01
196,,8,,,,2,1,,,,29.999999999099998,1.1345688059899999
197,,8,,,,2,1.4,,,,30.0,1.5220195795299998
198,,8,,,,3,0.6,,,,29.999999944599999,0.35009996605300003
199,,8,,,,3,1,,,,29.9999999992,1.30636307545
200,,8,,,,3,1.4,,,,5.9380370766999997,3.0
201,,8,,,,4,0.6,,,,0.53560135051000002,0.021874022556599999
202,,8,,,,4,1,,,,30.0,1.11658211294
203,,8,,,,4,1.4,,,,30.0,2.0122950093499998
204,,8,,,,5,0.6,,,,0.46893124243399997,0.034948667002900002
205,,8,,,,5,1,,,,30.0,1.2424714427299999
206,,8,,,,5,1.4,,,,30.0,2.2347052540400001
207,,8,,,,7,0.6,,,,0.283856272337,0.0166255460598
208,,8,,,,7,1,,,,30.0,1.1549159383700001
209,,8,,,,7,1.4,,,,30.0,2.6714770296100001
210,,8,,,,9,0.6,,,,30.0,0.43570426677500002
211,,8,,,,9,1,,,,30.0,1.2746747189899998
212,,8,,,,9,1.4,,,,30.0,2.6736394352100001
213,,8,,,,15,0.6,,,,0.45865085019500001,0.017480316906799999
214,,8,,,,15,1,,,,21.0474568783,1.16357064089
215,,8,,,,15,1.4,,,,29.999999991700001,2.6738505160499999
216,,9,,,,1,0.6,,,,0.23277833745599999,0.0100000000001
217,,9,,,,1,1,,,,20.089210327300002,0.14929567218699999
218,,9,,,,1,1.4,,,,25.875385378499999,0.94132483365199993
219,,9,,,,2,0.6,,,,0.34059573007700006,0.01
220,,9,,,,2,1,,,,30.0,1.20755849176
221,,9,,,,2,1.4,,,,30.0,1.4970311492599999
222,,9,,,,3,0.6,,,,0.26546459684000001,0.01
223,,9,,,,3,1,,,,29.999999997899998,1.1094452127100001
224,,9,,,,3,1.4,,,,30.0,2.7263912497600002
225,,9,,,,4,0.6,,,,29.999994495799999,0.010001355674600001
226,,9,,,,4,1,,,,30.0,1.0264576481500001
227,,9,,,,4,1.4,,,,30.0,1.7798595973099998
228,,9,,,,5,0.6,,,,11.702882084400001,0.34017633928900004
229,,9,,,,5,1,,,,30.0,1.1344622478599999
230,,9,,,,5,1.4,,,,30.0,2.1407197597400001
231,,9,,,,7,0.6,,,,8.6687890287199991,0.31017189981100002
232,,9,,,,7,1,,,,30.0,1.1726269090700001
233,,9,,,,7,1.4,,,,30.0,2.6721803632499999
234,,9,,,,9,0.6,,,,30.0,0.42181983039000004
235,,9,,,,9,1,,,,30.0,1.22084168596
236,,9,,,,9,1.4,,,,30.0,2.1407650255499999
237,,9,,,,15,0.6,,,,30.0,0.48451791210299999
238,,9,,,,15,1,,,,30.0,0.97610474194300001
239,,9,,,,15,1.4,,,,30.0,2.41454584903
