,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom,prelec_elevation,prelec_gamma,tau
0,0,True,688.565709635,5,150,1402.18459574,24.18654833,0.0558501824124,1.22915244685,1.6419477004,18.5285719335
