,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom,prelec_elevation,prelec_gamma,sc,tau
0,0,True,687.438846889,6,150,1404.94150554,31.071086661,0.0526963932107,1.05194750168,2.29208072133,1.48878407534,20.4943367667
