,iteration,success,nllh,k,N,bic,c,c_sigma,p_stop_geom,prelec_elevation,prelec_gamma,tau
0,0,True,687.740767172,6,150,1405.54534611,4.9083761061,3.6973864204,0.0547093447307,2.36946788578,2.64883541703,2.94974496971
