,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom,pow_gain,tau,w_loss
0,0,True,685.365369133,5,150,1395.78391474,0.735034435273,0.0573269532008,0.807224702819,3.01050033095,8.51258402729
