,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom,prelec_elevation,prelec_gamma,sc2,tau
0,0,True,688.142106564,6,150,1406.34802489,35.0536677509,0.0487775725608,0.806582757425,2.52321075747,0.749057617169,39.284805416
