,iteration,success,nllh,k,N,bic,c_0,c_sigma,p_stop_geom,pow_gain,tau,w_loss
0,0,True,687.829145356,6,150,1405.72210248,-0.218488762387,2.88594716544,0.0553106143298,0.890884936909,14.0920716024,5.71714309621
