,iteration,success,nllh,k,N,bic,c_0,c_sigma,p_stop_geom,prelec_elevation,prelec_gamma,tau
0,0,True,685.434715821,6,150,1400.93324341,4.31435327987,2.20598022967,0.0595711229762,0.436366519967,2.05709939197,12.5524167751
