,iteration,success,nllh,k,N,bic,c_sigma,p_stop_geom,prelec_elevation,prelec_gamma,tau
0,0,True,1328.20665673,5,252,2684.06045889,29.1783816252,0.0252685836195,2.64986673613,0.870772332512,45.6061926746
