,iteration,success,k,N,msd,prelec_gamma,s
0,0,True,2,1200,0.010258489075,0.0100000000001,2.95257815794
1,1,True,2,1200,0.169808333333,2.01580760269,1.3666441871e-16
2,2,True,2,1200,0.0102584890748,0.01,2.95258880028
3,3,True,2,1200,0.169808333698,2.91772411081,1.4360149928e-09
4,4,True,2,1200,0.0102584890748,0.01,2.95258874868
