,iteration,success,k,N,msd,prelec_gamma,s
0,0,True,2,1200,0.00119837642906,1.11220804774,4.81753007186
1,1,True,2,1200,0.0991208333333,0.584200003124,7.27282743333e-17
2,2,True,2,1200,0.00119837642906,1.11220804942,4.81753000578
3,3,True,2,1200,0.00119837642906,1.11220804929,4.81753003027
4,4,True,2,1200,0.00119837642906,1.11220804818,4.81753009092
