,iteration,success,k,N,msd,prelec_gamma,s
0,0,True,2,120,0.048222028957,3.0,0.326871840363
1,1,True,2,120,0.0482220289551,3.0,0.326876043924
2,2,True,2,120,0.0482220289551,3.0,0.326876099183
