,iteration,success,k,N,msd,prelec_gamma,s
0,0,True,2,120,0.0418602376009,1.8423151349,2.83311163355
1,1,True,2,120,0.0418602376009,1.84231515958,2.83311163543
2,2,True,2,120,0.00167288751709,1.04792348926,9.99999999999
