,problem,iteration,gen_N,gen_cp,gen_ss_mn,gen_theta,gen_prelec_gamma,bf_cp,bf_ss_mn,bf_theta,bf_s,bf_prelec_gamma
128,,5,,,,3,1.4,,,,10.0,1.0645401829400001
129,,5,,,,4,0.6,,,,2.2281466711500002,0.0100000000004
130,,5,,,,4,1,,,,6.0915718581199991,1.07605015093
131,,5,,,,4,1.4,,,,10.0,1.0775244390100001
132,,5,,,,5,0.6,,,,1.8625215785,0.01
133,,5,,,,5,1,,,,2.92096868973,1.1435997959899999
134,,5,,,,5,1.4,,,,9.4402143390999989,1.78860761915
135,,5,,,,7,0.6,,,,3.0746085674900003,0.010000000000299998
136,,5,,,,7,1,,,,5.8994060926800005,1.05618078732
137,,5,,,,7,1.4,,,,8.9951376475100009,1.6456278105700002
138,,5,,,,9,0.6,,,,3.8125057398600002,0.010000000021899999
139,,5,,,,9,1,,,,9.9999999999899991,1.0423166914899999
140,,5,,,,9,1.4,,,,10.0,1.21213076834
141,,5,,,,15,0.6,,,,3.8125057034800003,0.0100000000001
142,,5,,,,15,1,,,,27.546700864800002,1.03261595512
143,,5,,,,15,1.4,,,,20.9137327754,1.58513385708
144,,6,,,,1,0.6,,,,9.9060684792699991,0.579554976093
145,,6,,,,1,1,,,,5.9778078271000004,1.10236418049
146,,6,,,,1,1.4,,,,3.3926535113800003,1.24236127041
147,,6,,,,2,0.6,,,,1.6253828022499999,0.01
148,,6,,,,2,1,,,,3.1389390137700004,1.21028081064
149,,6,,,,2,1.4,,,,4.23010756507,1.1866586879700001
150,,6,,,,3,0.6,,,,2.55531700985,0.01
151,,6,,,,3,1,,,,2.3557767294900001,1.8779513272099999
152,,6,,,,3,1.4,,,,6.8002071811899993,1.3080601123
153,,6,,,,4,0.6,,,,1.6520160672899999,0.01
154,,6,,,,4,1,,,,5.78664212321,1.0778322752299998
155,,6,,,,4,1.4,,,,5.4707471962999996,1.4260411154799997
156,,6,,,,5,0.6,,,,2.2281488461200003,0.01
157,,6,,,,5,1,,,,9.3529302024700005,1.0609856138200002
158,,6,,,,5,1.4,,,,7.8076829183200003,1.55252381481
159,,6,,,,7,0.6,,,,2.5553168990300001,0.01
160,,6,,,,7,1,,,,6.7236878794000008,1.0769806231799999
161,,6,,,,7,1.4,,,,10.0,1.7505613824999999
162,,6,,,,9,0.6,,,,3.8125058641500003,0.01
163,,6,,,,9,1,,,,10.0,1.0477707742
164,,6,,,,9,1.4,,,,10.0,1.9789826985599999
165,,6,,,,15,0.6,,,,4.7599144236499997,0.01
166,,6,,,,15,1,,,,11.596045200899999,1.0358765412200002
167,,6,,,,15,1.4,,,,29.999998739299997,1.22035014447
168,,7,,,,1,0.6,,,,0.064712769172999993,0.010000000000299998
169,,7,,,,1,1,,,,4.7497221701000001,1.1123860891999999
170,,7,,,,1,1.4,,,,10.0,1.07583064849
171,,7,,,,2,0.6,,,,2.5553170090099999,0.01
172,,7,,,,2,1,,,,2.4554786848599996,1.2236263133800001
173,,7,,,,2,1.4,,,,3.6549470964499999,1.1635306366299998
174,,7,,,,3,0.6,,,,1.8625239504599997,0.01
175,,7,,,,3,1,,,,2.75921686532,1.1419930629999999
176,,7,,,,3,1.4,,,,5.3991372591900006,1.29141967022
177,,7,,,,4,0.6,,,,2.5553170074099998,0.01
178,,7,,,,4,1,,,,5.2990363076399998,1.0937219063500001
179,,7,,,,4,1.4,,,,7.5107559100399994,1.42416776746
180,,7,,,,5,0.6,,,,1.745993677,0.01
181,,7,,,,5,1,,,,2.29132309987,1.9548249207900004
182,,7,,,,5,1.4,,,,3.8183110471599995,1.4895184283
183,,7,,,,7,0.6,,,,2.5553171043700003,0.01
184,,7,,,,7,1,,,,9.9339545241699998,1.0496948698299999
185,,7,,,,7,1.4,,,,10.0,1.3704786527000001
186,,7,,,,9,0.6,,,,2.0146435869299997,0.01
187,,7,,,,9,1,,,,10.0,1.05635147415
188,,7,,,,9,1.4,,,,10.0,1.3704807018399998
189,,7,,,,15,0.6,,,,2.2281502406999998,0.01
190,,7,,,,15,1,,,,16.1327749668,1.0340131559899999
191,,7,,,,15,1.4,,,,26.029998581699999,1.5935399749399999
192,,8,,,,1,0.6,,,,1.5134282510899999e-16,1.9067808862400002
193,,8,,,,1,1,,,,1.1885302016700001,1.8574105938200001
194,,8,,,,1,1.4,,,,3.83004170274,1.1674256951299999
195,,8,,,,2,0.6,,,,1.6519732034700001,0.01
196,,8,,,,2,1,,,,2.8622081678400004,1.134791141
197,,8,,,,2,1.4,,,,4.6042838799999997,1.3636394064599999
198,,8,,,,3,0.6,,,,1.5056766021500001,0.01
199,,8,,,,3,1,,,,3.5488207845599997,1.12712148244
200,,8,,,,3,1.4,,,,8.0003221336300001,1.0803393918200002
201,,8,,,,4,0.6,,,,1.13622908432e-12,2.7285937382200003
202,,8,,,,4,1,,,,5.2232039852699996,1.1030742500399999
203,,8,,,,4,1.4,,,,8.8420932504300005,1.8301974624400001
204,,8,,,,5,0.6,,,,2.5553171030600002,0.01
205,,8,,,,5,1,,,,3.9554255159400005,1.14071622512
206,,8,,,,5,1.4,,,,4.9642326631300007,1.5114560966799999
207,,8,,,,7,0.6,,,,2.55531711255,0.01
208,,8,,,,7,1,,,,8.5537746534999997,1.0547683379999999
209,,8,,,,7,1.4,,,,10.0,1.21141726339
210,,8,,,,9,0.6,,,,3.8125057018599997,0.01
211,,8,,,,9,1,,,,9.99999999996,1.0422195303799999
212,,8,,,,9,1.4,,,,8.1362111285399994,1.6930886313100002
213,,8,,,,15,0.6,,,,2.55531716083,0.01
214,,8,,,,15,1,,,,12.2796374997,1.03419428078
215,,8,,,,15,1.4,,,,24.0156682629,1.30199298434
216,,9,,,,1,0.6,,,,0.11900978395600001,0.0100000000001
217,,9,,,,1,1,,,,6.4876658430800012,1.09764498134
218,,9,,,,1,1.4,,,,6.4303458067800001,1.12294607509
219,,9,,,,2,0.6,,,,1.5732726651499997,0.01
220,,9,,,,2,1,,,,2.3142586302099999,1.17914525843
221,,9,,,,2,1.4,,,,3.37129391689,1.35104589535
222,,9,,,,3,0.6,,,,1.6520051727899998,0.01
223,,9,,,,3,1,,,,6.3990748386800007,1.09164563325
224,,9,,,,3,1.4,,,,5.9434496496899998,1.30813287186
225,,9,,,,4,0.6,,,,1.86251865104,0.01
226,,9,,,,4,1,,,,6.3104148171599999,1.1006829840899999
227,,9,,,,4,1.4,,,,9.1164559886600003,1.8116466002200002
228,,9,,,,5,0.6,,,,1.8625118832599998,0.01
229,,9,,,,5,1,,,,5.0271549853199993,1.10007843396
230,,9,,,,5,1.4,,,,6.7980039693800007,1.3076082359999999
231,,9,,,,7,0.6,,,,4.7599143882900004,0.0100000000001
232,,9,,,,7,1,,,,9.99999999994,1.0442427241700001
233,,9,,,,7,1.4,,,,8.4048426202400002,1.29211291335
234,,9,,,,9,0.6,,,,8.4022129761600013,0.0513388396198
235,,9,,,,9,1,,,,3.0027402177499996,2.2528523964200002
236,,9,,,,9,1.4,,,,10.0,1.4727686328100003
237,,9,,,,15,0.6,,,,6.0283927580800007,0.010000000513
238,,9,,,,15,1,,,,13.8733183957,1.03331560692
239,,9,,,,15,1.4,,,,12.470555944999999,1.7626457220299998
240,,10,,,,1,0.6,,,,1.7288035216199999,0.01
241,,10,,,,1,1,,,,3.5488208175199998,1.1271214816199999
242,,10,,,,1,1.4,,,,4.9385404313999999,1.2926895012999999
243,,10,,,,2,0.6,,,,1.4705738237600001,0.01
244,,10,,,,2,1,,,,3.6480377179800003,1.1676409131999999
245,,10,,,,2,1.4,,,,3.0321356667599999,1.2188366150700001
246,,10,,,,3,0.6,,,,2.0146532287499999,0.01
247,,10,,,,3,1,,,,4.4861386947099993,1.1298600045
248,,10,,,,3,1.4,,,,9.9999999999699991,1.0713667416899999
249,,10,,,,4,0.6,,,,1.74598209535,0.01
250,,10,,,,4,1,,,,2.8824661481400002,1.15128383668
251,,10,,,,4,1.4,,,,8.9951381529700001,1.6456277937299999
252,,10,,,,5,0.6,,,,3.8125058527900006,0.0100000000013
253,,10,,,,5,1,,,,9.0296311216899987,1.06871507727
254,,10,,,,5,1.4,,,,8.404842823600001,1.29211290245
255,,10,,,,7,0.6,,,,2.39602249802e-13,2.8518092449100001
256,,10,,,,7,1,,,,6.9433175126600002,1.05887920215
257,,10,,,,7,1.4,,,,10.0,1.2828042313099999
258,,10,,,,9,0.6,,,,1.6520373794100001,0.01
259,,10,,,,9,1,,,,10.0,1.0488257485799999
260,,10,,,,9,1.4,,,,10.0,1.7525936980200001
261,,10,,,,15,0.6,,,,3.0746057962599997,0.0100000000001
262,,10,,,,15,1,,,,21.4370460829,1.03107963769
263,,10,,,,15,1.4,,,,29.999999997300002,1.22035013076
264,,11,,,,1,0.6,,,,1.7287993909599999,0.0100000000001
265,,11,,,,1,1,,,,2.8604218473,1.2469604592000001
266,,11,,,,1,1.4,,,,2.9585391044200002,1.1599237359700001
267,,11,,,,2,0.6,,,,1.6254238114700001,0.0100000000001
268,,11,,,,2,1,,,,2.6866248396099999,1.1576541532200002
269,,11,,,,2,1.4,,,,2.4839003485900002,1.27237540189
270,,11,,,,3,0.6,,,,1.7459994403799999,0.01
271,,11,,,,3,1,,,,4.7688332653099996,1.1186283911499999
272,,11,,,,3,1.4,,,,4.1441534729000002,1.3967920458500001
273,,11,,,,4,0.6,,,,2.5553154181200002,0.01
274,,11,,,,4,1,,,,4.32475624889,1.1278563297799999
275,,11,,,,4,1.4,,,,7.5288171974500004,1.7206294637799999
276,,11,,,,5,0.6,,,,2.01464446618,0.01
277,,11,,,,5,1,,,,0.85359590985300005,2.99999999995
278,,11,,,,5,1.4,,,,6.7957987443499999,1.3071411718100001
279,,11,,,,7,0.6,,,,2.5553171037799998,0.01
280,,11,,,,7,1,,,,6.3409684662699997,1.0666858611799999
281,,11,,,,7,1.4,,,,10.0,1.4727686654200001
282,,11,,,,9,0.6,,,,4.7599144092600003,0.0100000000002
283,,11,,,,9,1,,,,9.9999999999899991,1.0473125143299999
284,,11,,,,9,1.4,,,,10.0,1.4727686955200001
285,,11,,,,15,0.6,,,,2.0146484881599998,0.01
286,,11,,,,15,1,,,,11.530234462799999,1.0304593526999999
287,,11,,,,15,1.4,,,,27.482700359799999,1.4155616048100002
288,,12,,,,1,0.6,,,,8.7177726281900003e-17,2.8429652614099998
289,,12,,,,1,1,,,,2.4527493731200001,2.3680893035700001
290,,12,,,,1,1.4,,,,6.7856600971599992,2.0863177633999999
291,,12,,,,2,0.6,,,,2.3622515201000001,0.0100000000001
292,,12,,,,2,1,,,,3.0254938405099998,1.17742925963
293,,12,,,,2,1.4,,,,3.2220504897000004,1.2605079735299998
294,,12,,,,3,0.6,,,,3.8125057245399998,0.01
295,,12,,,,3,1,,,,5.3507407986900004,1.1029781900799998
296,,12,,,,3,1.4,,,,5.3610978690699991,1.3079899529200001
297,,12,,,,4,0.6,,,,1.0669820772600001e-17,1.8510656130700001
298,,12,,,,4,1,,,,3.0869256959400002,1.1508600464600001
299,,12,,,,4,1.4,,,,6.2127752272199999,1.44309217104
300,,12,,,,5,0.6,,,,2.2281487270900002,0.01
301,,12,,,,5,1,,,,8.7144731593399989,1.05276473816
302,,12,,,,5,1.4,,,,5.3876657233500005,1.2956559397799998
303,,12,,,,7,0.6,,,,2.5553171143700002,0.01
304,,12,,,,7,1,,,,3.6758718989400001,1.8595785311099997
305,,12,,,,7,1.4,,,,10.0,1.5952765746399999
306,,12,,,,9,0.6,,,,6.02839185835,0.0100000000467
307,,12,,,,9,1,,,,8.3181743195400006,1.03942781134
308,,12,,,,9,1.4,,,,7.5099232482500007,1.4241746640499999
309,,12,,,,15,0.6,,,,2.55531708509,0.01
310,,12,,,,15,1,,,,12.1803195491,1.0361108658
311,,12,,,,15,1.4,,,,25.983897038800002,1.2934203611499999
312,,13,,,,1,0.6,,,,1.3829429888,0.01
313,,13,,,,1,1,,,,3.9796261671099997,1.2682874257600001
314,,13,,,,1,1.4,,,,4.60428376607,1.3636394194499999
315,,13,,,,2,0.6,,,,7.7082848959400001e-17,2.8902803457899999
316,,13,,,,2,1,,,,3.4265468267900001,1.1177836168299999
317,,13,,,,2,1.4,,,,3.3712939172800001,1.3510459041999998
318,,13,,,,3,0.6,,,,1.3549600287600001,0.01
319,,13,,,,3,1,,,,3.9657999822300005,1.0979119750599999
320,,13,,,,3,1.4,,,,9.7095828108800006,1.0942270697399998
321,,13,,,,4,0.6,,,,2.5553170070700002,0.01
322,,13,,,,4,1,,,,8.8439908759800012,1.05567753421
323,,13,,,,4,1.4,,,,10.0,2.2558281180200002
324,,13,,,,5,0.6,,,,2.5553173169599996,0.01
325,,13,,,,5,1,,,,6.1880324991199993,1.0712696823200001
326,,13,,,,5,1.4,,,,6.6777429883099995,1.5858862014399999
327,,13,,,,7,0.6,,,,2.2281492460400001,0.01
328,,13,,,,7,1,,,,9.5953811049999995,1.0358144595600001
329,,13,,,,7,1.4,,,,10.0,1.07185267382
330,,13,,,,9,0.6,,,,4.7599144980900006,0.010000000004799999
331,,13,,,,9,1,,,,6.6048392109199998,1.0565854211000001
332,,13,,,,9,1.4,,,,10.0,2.2578503140300001
333,,13,,,,15,0.6,,,,6.0283289840900007,0.010000000095499999
334,,13,,,,15,1,,,,21.982901487399996,1.0311769613400001
335,,13,,,,15,1.4,,,,21.402495619700002,1.36430174869
336,,14,,,,1,0.6,,,,8.6265151138600007e-12,2.5772165897299999
337,,14,,,,1,1,,,,5.4610599539100004,1.09543405104
338,,14,,,,1,1.4,,,,4.3934213928099997,1.23744652063
339,,14,,,,2,0.6,,,,1.7459821039500001,0.01
340,,14,,,,2,1,,,,3.8724517575800004,1.1359193629100002
341,,14,,,,2,1.4,,,,4.0832998136800001,1.1517277673799999
342,,14,,,,3,0.6,,,,1.5733188365900002,0.01
343,,14,,,,3,1,,,,2.4715327193200003,1.1446240651999999
344,,14,,,,3,1.4,,,,10.0,1.7505613771400002
345,,14,,,,4,0.6,,,,2.2281489805299999,0.01
346,,14,,,,4,1,,,,4.7570679651699992,1.06853579399
347,,14,,,,4,1.4,,,,8.2412319632300015,1.19455576748
348,,14,,,,5,0.6,,,,2.5553171127200001,0.01
349,,14,,,,5,1,,,,3.9744068721199994,1.0974785957700002
350,,14,,,,5,1.4,,,,8.4086685048700005,1.2921504267100001
351,,14,,,,7,0.6,,,,3.07460764583,0.01
352,,14,,,,7,1,,,,2.29649498124,2.99999999999
353,,14,,,,7,1.4,,,,10.0,1.7525936891799998
354,,14,,,,9,0.6,,,,3.8125057905899999,0.0100000000002
355,,14,,,,9,1,,,,9.99999999996,1.04255255961
356,,14,,,,9,1.4,,,,10.0,1.3704827436000002
357,,14,,,,15,0.6,,,,2.22815027529,0.01
358,,14,,,,15,1,,,,9.8423281850999995,1.0449730391000001
359,,14,,,,15,1.4,,,,27.865038173600002,1.2534122271100001
360,,15,,,,1,0.6,,,,1.7060275542800001,0.01
361,,15,,,,1,1,,,,2.0673007758900002,2.1383191663700001
362,,15,,,,1,1.4,,,,3.8668191189800001,1.3024373765899999
363,,15,,,,2,0.6,,,,2.0538424011200003,0.01
364,,15,,,,2,1,,,,8.9610109880699991,1.0769478313600001
365,,15,,,,2,1.4,,,,5.2003744578500006,1.1271037931000001
366,,15,,,,3,0.6,,,,1.7459850565400001,0.01
367,,15,,,,3,1,,,,5.0726000534300004,1.0978238108299998
368,,15,,,,3,1.4,,,,4.1519602824600002,1.4887564844900001
369,,15,,,,4,0.6,,,,1.7459877988999999,0.01
370,,15,,,,4,1,,,,5.2394554015800008,1.1013976644900001
371,,15,,,,4,1.4,,,,4.9705987126199993,1.5125887438499999
372,,15,,,,5,0.6,,,,3.0746062725000001,0.01
373,,15,,,,5,1,,,,5.6220932493899998,1.0976936933900001
374,,15,,,,5,1.4,,,,9.9999999999899991,1.05734863941
375,,15,,,,7,0.6,,,,2.0146439908200002,0.01
376,,15,,,,7,1,,,,9.00663640432,1.05211774377
377,,15,,,,7,1.4,,,,10.0,1.0726505556299999
378,,15,,,,9,0.6,,,,2.5553172064300003,0.01
379,,15,,,,9,1,,,,9.9999999999899991,1.04792348926
380,,15,,,,9,1.4,,,,10.0,1.2828422484899999
381,,15,,,,15,0.6,,,,6.5260124596300006e-15,2.9218561754799999
382,,15,,,,15,1,,,,11.0282811752,1.0360199745400001
383,,15,,,,15,1.4,,,,24.247575417800004,1.4485142692200002
384,,16,,,,1,0.6,,,,1.66052489684e-16,2.1562875586000003
385,,16,,,,1,1,,,,5.97937383936,1.1002723596200001
386,,16,,,,1,1.4,,,,5.4840510078699998,1.11580231133
387,,16,,,,2,0.6,,,,1.8643438707799997,0.0100000000001
388,,16,,,,2,1,,,,6.6771369935899996,1.089755405
389,,16,,,,2,1.4,,,,3.5624703881800004,1.2203369481299999
390,,16,,,,3,0.6,,,,2.5553176317099999,0.0100000000005
391,,16,,,,3,1,,,,4.9836382670699999,1.1049850997499999
392,,16,,,,3,1.4,,,,8.1362089077299995,1.69308873389
393,,16,,,,4,0.6,,,,2.2281478522299998,0.01
394,,16,,,,4,1,,,,3.8092298320099998,1.1421952791399999
395,,16,,,,4,1.4,,,,6.8936074482399992,1.7336164192600001
396,,16,,,,5,0.6,,,,2.5553170975099997,0.01
397,,16,,,,5,1,,,,10.0,1.07330060695
398,,16,,,,5,1.4,,,,9.9999999999699991,1.06085892794
399,,16,,,,7,0.6,,,,2.01464502375,0.01
400,,16,,,,7,1,,,,6.9663489215199998,1.0751954190200002
401,,16,,,,7,1.4,,,,8.2527821912199997,1.19007351376
402,,16,,,,9,0.6,,,,2.0146440214099997,0.01
403,,16,,,,9,1,,,,7.1931429638699997,1.0508636556299999
404,,16,,,,9,1.4,,,,10.0,1.4727686371099999
405,,16,,,,15,0.6,,,,3.0746062064599995,0.01
406,,16,,,,15,1,,,,9.9569895520800014,1.03828460431
407,,16,,,,15,1.4,,,,19.379585138499998,1.5223540909399997
408,,17,,,,1,0.6,,,,9.9060684214600006,0.57955496405399998
409,,17,,,,1,1,,,,3.01421449982,1.2213905390799999
410,,17,,,,1,1.4,,,,3.1381223451399998,1.2207469355299998
411,,17,,,,2,0.6,,,,4.0444977494399999e-11,2.98915519597
412,,17,,,,2,1,,,,3.9196651438099996,1.1341518025899999
413,,17,,,,2,1.4,,,,3.38459298728,1.1858018433499999
414,,17,,,,3,0.6,,,,2.0146428844900002,0.01
415,,17,,,,3,1,,,,2.1418715006599998,1.1892848347
416,,17,,,,3,1.4,,,,9.4798464478499991,1.0697577377700001
417,,17,,,,4,0.6,,,,2.55540086322,0.0100000002916
418,,17,,,,4,1,,,,8.2299095800500002,1.0525358003500001
419,,17,,,,4,1.4,,,,7.5288269159199999,1.7206291343900002
420,,17,,,,5,0.6,,,,2.55531711191,0.01
421,,17,,,,5,1,,,,5.5944160904600002,1.08288307737
422,,17,,,,5,1.4,,,,10.0,2.3693945142299997
423,,17,,,,7,0.6,,,,2.5610472822200001,0.010000000372700001
424,,17,,,,7,1,,,,0.340729301175,3.0
425,,17,,,,7,1.4,,,,10.0,2.2578502678899999
426,,17,,,,9,0.6,,,,1.6520320713799999,0.01
427,,17,,,,9,1,,,,8.211587755410001,1.05462640763
428,,17,,,,9,1.4,,,,10.0,1.4727686768299999
429,,17,,,,15,0.6,,,,8.4608387688000004,0.058496290586199991
430,,17,,,,15,1,,,,13.237894193099999,1.0369748543999999
431,,17,,,,15,1.4,,,,29.999999535900002,1.2203501286299998
432,,18,,,,1,0.6,,,,1.7060420264200002,0.01
