,problem,iteration,gen_N,gen_cp,gen_ss_mn,gen_theta,gen_prelec_gamma,bf_cp,bf_ss_mn,bf_theta,bf_s,bf_prelec_gamma
0,,0,,,,1,0.8,,,,0.64037165655299999,4.9999985520100001
1,,0,,,,1,1,,,,2.3701472148599998,1.2423650774500001
2,,0,,,,1,1.2,,,,5.1669685420300002,1.13133271934
3,,0,,,,5,0.8,,,,0.117869010314,4.9999469183900001
4,,0,,,,5,1,,,,5.10309333939,1.09107702038
5,,0,,,,5,1.2,,,,8.70869258882,1.0711268754400001
6,,0,,,,15,0.8,,,,1.3075395781799998e-08,4.8007046304200003
7,,0,,,,15,1,,,,15.125505813599998,1.03365634146
8,,0,,,,15,1.2,,,,17.281563927400001,1.0518073994799999
9,,1,,,,1,0.8,,,,0.59809406334000004,4.9999996388999994
10,,1,,,,1,1,,,,3.8321640892300004,1.1456228608299999
11,,1,,,,1,1.2,,,,4.2188812421000002,1.1200332853499999
12,,1,,,,5,0.8,,,,0.014311283612699999,0.0100213487848
13,,1,,,,5,1,,,,4.8583157265800008,1.08441062671
14,,1,,,,5,1.2,,,,9.5284460311399997,1.06434737412
15,,1,,,,15,0.8,,,,0.157356427583,0.0100029931889
16,,1,,,,15,1,,,,5.0864002483599995,4.9999999992299999
17,,1,,,,15,1.2,,,,18.909969801199999,1.0473690047199999
18,,2,,,,1,0.8,,,,0.64966173248100001,4.9999975122800002
19,,2,,,,1,1,,,,5.9246255925,1.10465981266
20,,2,,,,1,1.2,,,,5.0110102400000001,1.1293620897399999
21,,2,,,,5,0.8,,,,7.6499485550499998e-06,1.04414397358
22,,2,,,,5,1,,,,5.5414309814199996,1.08478842037
23,,2,,,,5,1.2,,,,10.385720032,1.0614309097499999
24,,2,,,,15,0.8,,,,6.2666170401799999e-09,3.84230995325
25,,2,,,,15,1,,,,15.248625461500001,1.03392300073
26,,2,,,,15,1.2,,,,22.454110048899999,1.0429213690400001
27,,3,,,,1,0.8,,,,0.74477722248,4.9999973389199992
28,,3,,,,1,1,,,,4.1128425866400002,1.1212529337499999
29,,3,,,,1,1.2,,,,6.5600863657200001,1.1012838473
30,,3,,,,5,0.8,,,,0.157271360985,4.9999929508599994
31,,3,,,,5,1,,,,7.2290416823200001,1.0649269933499999
32,,3,,,,5,1.2,,,,9.6513217435000005,1.06071736921
33,,3,,,,15,0.8,,,,13.1086110491,0.75393975613800002
34,,3,,,,15,1,,,,13.6423283979,1.0349085817700001
35,,3,,,,15,1.2,,,,19.288518350299999,1.0492925122100001
36,,4,,,,1,0.8,,,,0.66314630709400002,4.9999983109800006
37,,4,,,,1,1,,,,4.2471230126800004,1.13500961003
38,,4,,,,1,1.2,,,,6.5337170233200004,1.10458095434
39,,4,,,,5,0.8,,,,0.026395114775600002,0.0100122912296
40,,4,,,,5,1,,,,7.0191650810899997,1.0641409879500001
41,,4,,,,5,1.2,,,,6.6523833598099991,1.0772316044200001
42,,4,,,,15,0.8,,,,1.0717594894399998e-12,2.3062088597799999
43,,4,,,,15,1,,,,0.20455683695000001,4.9999848261400004
44,,4,,,,15,1.2,,,,17.877000451500002,1.04900201298
45,,5,,,,1,0.8,,,,0.71436686710499997,4.9999940780900003
46,,5,,,,1,1,,,,3.9366766755599998,1.13453389404
47,,5,,,,1,1.2,,,,4.3751994406199994,1.1499044500700002
48,,5,,,,5,0.8,,,,0.10769478430700001,4.9999963987900005
49,,5,,,,5,1,,,,6.2942305791400006,1.0752544581200001
50,,5,,,,5,1.2,,,,7.7098449627199992,1.0752659173399999
51,,5,,,,15,0.8,,,,2.8030965559200001e-08,4.96717734939
52,,5,,,,15,1,,,,14.875045211199998,1.0306649402799999
53,,5,,,,15,1.2,,,,19.039508790799999,1.0454220461599999
54,,6,,,,1,0.8,,,,0.72461312145300005,4.99999729489
55,,6,,,,1,1,,,,3.3563558786500001,1.1758854674200001
56,,6,,,,1,1.2,,,,1.68753899743e-14,0.69859427746900005
57,,6,,,,5,0.8,,,,1.15108409492e-07,1.04418809485
58,,6,,,,5,1,,,,4.7085811181699997,1.0963273517100001
59,,6,,,,5,1.2,,,,9.3482987649399991,1.0609058546100001
60,,6,,,,15,0.8,,,,1.48102953604e-08,4.9626997044199994
61,,6,,,,15,1,,,,13.509875382799999,1.0344321116799999
62,,6,,,,15,1.2,,,,19.932889504600002,1.04884962639
63,,7,,,,1,0.8,,,,0.64067363164800006,4.9999986641699996
64,,7,,,,1,1,,,,3.9028113958499997,1.1329202706499999
65,,7,,,,1,1.2,,,,6.1585309259800001,1.0997314202899999
66,,7,,,,5,0.8,,,,0.105935384102,4.9999623222199991
67,,7,,,,5,1,,,,7.1429036122899996,1.0738683364799999
68,,7,,,,5,1.2,,,,8.8521833883500012,1.06787421225
69,,7,,,,15,0.8,,,,7.8213364932000004e-09,4.9429654135000005
70,,7,,,,15,1,,,,0.27285152570400001,4.9999419235000007
71,,7,,,,15,1.2,,,,19.9199953181,1.0435824926299999
72,,8,,,,1,0.8,,,,0.51101883252300007,4.9999976464199998
73,,8,,,,1,1,,,,5.6842792911300004e-09,0.77089229937199999
74,,8,,,,1,1.2,,,,5.3927719126299998,1.1121563107200001
75,,8,,,,5,0.8,,,,2.03253301635e-12,1.0269678286599999
76,,8,,,,5,1,,,,9.3258734068500007e-15,0.34988812378799999
77,,8,,,,5,1.2,,,,11.026597796800001,1.0542853465100002
78,,8,,,,15,0.8,,,,7.2830630415399995e-14,4.8959790516300004
79,,8,,,,15,1,,,,0.151226039738,4.9999967471300009
80,,8,,,,15,1.2,,,,18.741460811700001,1.0488702499299998
81,,9,,,,1,0.8,,,,0.74585827850799991,4.9999997733699999
82,,9,,,,1,1,,,,4.2334275832800001,1.1245695983299999
83,,9,,,,1,1.2,,,,4.63663812353,1.1247060922499998
84,,9,,,,5,0.8,,,,0.070899343683300003,4.9999955567000001
85,,9,,,,5,1,,,,5.5754958335000007,1.07721778217
86,,9,,,,5,1.2,,,,9.1006934821499996,1.0661078923
87,,9,,,,15,0.8,,,,2.7035890037199996e-07,4.4634904069400001
88,,9,,,,15,1,,,,2.8902308470499998e-09,0.61123364860399998
89,,9,,,,15,1.2,,,,19.927584698299999,1.0471673879400001
