,iteration,success,k,N,msd,prelec_gamma,s
0,0,True,2,120,0.0157285662601,1.36957044249,3.12852622609
1,1,True,2,120,0.0157285662601,1.36957044801,3.12852620934
2,2,True,2,120,0.0157285662601,1.36957044896,3.1285262314
