<<<<<<< HEAD
,iteration,success,k,N,msd,prelec_gamma,s
0,0,True,2,120,0.1,0.464762086307,3.13364938459e-17
1,1,True,2,120,0.1,0.131998394558,6.75039549148e-18
2,2,True,2,120,0.00132393724456,1.1123860892,4.7497221701
=======
,iteration,success,k,N,msd,llh,prelec_gamma,s
0,0,True,2,600,,293.424509282,1.13292027065,3.90281139585
1,1,True,2,600,,293.424509277,1.13292287368,3.90276069379
2,2,True,2,600,,293.424509277,1.13292265218,3.90276415755
>>>>>>> 9f89458e7b0515ba4c36f612cfef112ada07ae2b
