,iteration,success,k,N,msd,prelec_gamma,s
0,0,True,2,120,0.161666666667,2.05830364005,6.12777365332e-17
1,1,True,2,120,0.0135284170121,0.01,2.55531710378
2,2,True,2,120,0.0135284170121,0.01,2.55531710717
