<<<<<<< HEAD
,iteration,success,k,N,msd,prelec_gamma,s
0,0,True,2,120,0.095,0.604823215646,9.21485110439e-15
1,1,True,2,120,0.087759819853,2.99999999997,0.201873511081
2,2,True,2,120,0.0119511978625,1.03042967476,12.0631004007
=======
,iteration,success,k,N,msd,llh,prelec_gamma,s
0,0,True,2,600,,296.61698596,1.03490858177,13.6423283979
1,1,True,2,600,,394.338619727,4.99998317908,0.307540752318
2,2,True,2,600,,394.338625022,4.99999309595,0.307414092673
>>>>>>> 9f89458e7b0515ba4c36f612cfef112ada07ae2b
