,iteration,success,nllh,k,N,bic,pow_gain,prelec_elevation,prelec_gamma,tau,theta
0,0,True,14750.4836196,5,2906,29540.8399034,1.03353384468,1.51459561592,0.795111341019,0.30791634116,32.7325625224
