,iteration,success,nllh,k,N,bic,pow_gain,prelec_elevation,prelec_gamma,tau,theta
0,0,True,14637.2267718,5,2906,29314.3262077,1.22686905061,1.73357078573,0.80734624599,0.731979206388,45.1233856995
