,iteration,success,nllh,k,N,bic,pow_gain,prelec_elevation,prelec_gamma,tau,theta
0,0,True,14233.3867063,5,2883,28506.6063461,0.4460126773,0.437701953839,0.904929442551,0.266736467572,18.0494388231
