,iteration,success,nllh,k,N,bic,pow_gain,r,tau,theta(cost=high),theta(cost=low)
0,0,True,26.045721236,5,24,67.9817116237,1.37147405275,0.0930729242844,77.5897734308,0.136921383426,0.176174040194
