,iteration,success,nllh,k,N,bic,c_0,sc2,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,97.2084320049,5,24,210.307133162,53.6141273091,0.0712956521254,73.6332109871,99.1738052174,189.732419266
