,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau,theta(cost=high),theta(cost=low)
0,0,True,66.1143776871,5,24,148.119024526,284.897177138,0.0309717952944,34.1466334096,283.0001899,816.254905996
