,iteration,success,nllh,k,N,bic,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,81.7271600217,5,24,179.344589195,23.6783661231,0.244968024498,1.74868462723,31.9772086693,109.372760623
