,iteration,success,nllh,k,N,bic,pow_gain,r,tau,theta(cost=high),theta(cost=low)
0,0,True,43.9782825517,5,24,103.846834255,1.01793092949,0.0544486553542,35.5739044787,1.87788861238,31.7497879245
