,iteration,success,nllh,k,N,bic,c_0,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,46.1049220846,5,24,108.100113321,63.6869853671,0.555846765698,18.9705254897,5.14949345724,4.75432449419
