,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau_trunc,theta(cost=high),theta(cost=low)
0,0,True,65.9225495304,5,24,147.735368213,73.6040532906,0.0447898721838,15.8339151309,199.781480184,210.128570586
