,iteration,success,nllh,k,N,bic,c_0,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,65.6103274522,6,24,150.288977887,54.2173488279,136.823768405,0.937977918592,38.9353870223,147.915973147,184.923423938
