,iteration,success,nllh,k,N,bic,c,r,tau,theta(cost=high),theta(cost=low)
0,0,True,43.8698870884,5,24,103.630043329,0.54943158673,0.0627429134102,14.001320406,36.4516528569,35.8780558061
