,iteration,success,nllh,k,N,bic,c_0,sc,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,48.8001449467,5,24,113.490559045,61.1151896021,0.51131526174,0.661647940431,7.82379140149,2.68233214665
