,iteration,success,nllh,k,N,bic,c_0,sc2,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,98.7989859149,5,24,213.488240982,39.9382404271,0.0413851355864,33.6874809138,75.8169575334,182.771829525
