,iteration,success,nllh,k,N,bic,c,r,tau,theta(cost=high),theta(cost=low)
0,0,True,53.973150621,5,24,123.836570394,17.2967206549,0.0987629850301,0.00140955594103,94.1984408747,85.2115599633
