,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau_normal,theta(cost=high),theta(cost=low)
0,0,True,71.4083202581,5,24,158.706909668,117.457509729,0.0488643721159,32.5283514682,230.788018997,547.548061755
