,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau_trunc,theta(cost=high),theta(cost=low)
0,0,True,68.6082034706,5,24,153.106676093,68.6253140981,0.0558894904784,5.15805352698,113.183225506,244.617254864
