,iteration,success,nllh,k,N,bic,c_0,pow_gain,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,80.5940644118,5,24,177.078397975,49.107285893,0.975937771795,108.931361532,43.0463071506,166.864572067
