,iteration,success,nllh,k,N,bic,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,66.6144859235,5,24,149.119240999,12.1603806567,0.116777079491,1.74613985694,38.6793403627,96.6822292906
