,iteration,success,nllh,k,N,bic,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,54.1526774882,5,24,124.195624128,6.12251255256,0.196184112036,0.891689565397,16.5501730522,100.344908362
