,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_trunc,theta(cost=high),theta(cost=low)
0,0,True,70.4146553445,5,24,156.719579841,9.93730460366,0.0211659398475,4.30413838019,34.2712968153,155.108394414
