,iteration,success,nllh,k,N,bic,pow_gain,r,tau,theta(cost=high),theta(cost=low)
0,0,True,59.3965780804,5,24,134.683425313,0.460955919908,0.0367676223859,0.187709221595,6.97615986483,13.2776045835
