,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_trunc,theta(cost=high),theta(cost=low)
0,0,True,50.2251154421,5,24,116.340500036,7.80180460397,0.19607785604,0.435915867526,15.1666304581,26.3672833728
