,iteration,success,nllh,k,N,bic,c_0,c_sigma,sc,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,38.1666455592,6,24,95.4016141006,24.9131891525,4.69857741471,0.00033461162816,136.967439875,6.69283787215,58.0507042703
