,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,93.7891978967,5,24,203.468664945,15.0957818624,0.162029257718,2.23572532299,137.462395657,186.652611472
