,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,48.2401816773,5,24,112.370632506,48.6201388552,0.0353533515733,122.465958997,74.2006910643,24.1795926445
