,iteration,success,nllh,k,N,bic,pow_gain,r,tau,theta(cost=high),theta(cost=low)
0,0,True,55.9741558175,5,24,127.838580787,0.0141661505693,0.0453879003539,55.8803862157,1.01192708381,1.54472159415
