,iteration,success,nllh,k,N,bic,c_0,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,58.5740032377,6,24,136.216329457,39.9319672182,0.382769229187,0.314450172713,0.301293321549,22.8836223566,30.6084699984
