,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,61.7440752955,5,24,139.378419743,105.793285354,0.0313862430736,49.0258170277,84.4265265958,234.943564028
