,iteration,success,nllh,k,N,bic,c_0,sc,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,49.6926991778,5,24,115.275667507,31.4746101544,0.247474270023,25.7957220895,2.84274600467,54.8066847969
