,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,74.1425956016,5,24,164.175460355,7.04445398227,0.395889977796,3.74918190921,31.2593547601,58.6341677643
