,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau_trunc,theta(cost=high),theta(cost=low)
0,0,True,78.2786343916,5,24,172.447537935,56.4219794195,0.0848495121718,15.1469084578,111.790242611,273.120142676
