,iteration,success,nllh,k,N,bic,c_0,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,73.7148088068,6,24,166.497940596,36.8354929032,19.1049321841,0.0551066261229,1.75353250166,50.1727886152,155.753625085
