,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_normal,theta(cost=high),theta(cost=low)
0,0,True,69.817538379,5,24,155.52534591,28.5037104597,0.120581752035,4.08095891769,27.742849477,140.60204908
