,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau,theta(cost=high),theta(cost=low)
0,0,True,82.2656792823,5,24,180.421627716,365.548749396,0.0184098950701,1.21383370258,898.0933352,1699.21173333
