,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,63.347707303,5,24,142.585683758,16.7556672154,0.3481909796,4.86105309483,12.2031574988,47.52414972
